Payment Attempted On,Payment Successful On,Payment ID,Transaction ID,Issuer/Scheme,National/International,TSP Charges,Convenience Fee,CGST,SGST,IGST
'2020-06-15 18:19:27.0,'2020-06-15 18:20:27.0,329001156,419359,PHONEPE,,0.0,0.0,0.0,0.0,21.35
'2020-06-15 17:51:14.0,'2020-06-15 17:53:02.0,328993232,419350,VISA,National,0.0,0.0,0.0,0.0,22.32
'2020-06-15 17:50:14.0,'2020-06-15 17:52:15.0,328992959,419349,VISA,National,0.0,0.0,0.0,0.0,22.79
'2020-06-15 17:49:20.0,'2020-06-15 17:52:53.0,328992654,419348,VISA,National,0.0,0.0,0.0,0.0,26.71
'2020-06-15 17:16:43.0,'2020-06-15 17:17:55.0,328982979,419343,PAYTM,,0.0,0.0,0.0,0.0,30.1
'2020-06-15 16:55:33.0,'2020-06-15 16:57:05.0,328976420,419338,CC,National,0.0,0.0,0.0,0.0,28.94
'2020-06-15 16:48:59.0,'2020-06-15 16:51:08.0,328974229,419335,CC,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 16:48:59.0,'2020-06-15 16:52:35.0,328974227,419334,CC,National,0.0,0.0,0.0,0.0,26.71
'2020-06-15 16:41:00.0,'2020-06-15 16:44:31.0,328971727,419332,CC,National,0.0,0.0,0.0,0.0,19.98
'2020-06-15 16:38:54.0,'2020-06-15 16:40:26.0,328971037,419331,VISA,National,0.0,0.0,0.0,0.0,30.13
'2020-06-15 16:31:08.0,'2020-06-15 16:33:18.0,328968793,419323,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 16:29:36.0,'2020-06-15 16:30:22.0,328968290,419320,MAST,National,0.0,0.0,0.0,0.0,30.6
'2020-06-15 16:28:44.0,'2020-06-15 16:31:08.0,328967983,419315,VISA,National,0.0,0.0,0.0,0.0,30.13
'2020-06-15 16:28:26.0,'2020-06-15 16:34:03.0,328967886,419316,VISA,National,0.0,0.0,0.0,0.0,30.6
'2020-06-15 16:27:33.0,'2020-06-15 16:29:29.0,328967587,419312,VISA,National,0.0,0.0,0.0,0.0,28.94
'2020-06-15 16:27:27.0,'2020-06-15 16:29:17.0,328967550,419314,MAST,National,0.0,0.0,0.0,0.0,18.11
'2020-06-15 16:27:08.0,'2020-06-15 16:28:02.0,328967446,419313,VISA,National,0.0,0.0,0.0,0.0,28.73
'2020-06-15 16:25:29.0,'2020-06-15 16:26:05.0,328966938,419307,HDFB,,0.0,0.0,0.0,0.0,30.6
'2020-06-15 16:22:54.0,'2020-06-15 16:25:17.0,328966158,419305,CC,National,0.0,0.0,0.0,0.0,30.1
'2020-06-15 16:22:23.0,'2020-06-15 16:26:47.0,328966033,419304,SBIB,,0.0,0.0,0.0,0.0,20.2
'2020-06-15 16:21:10.0,'2020-06-15 16:57:06.0,328965636,419301,ICIB,,0.0,0.0,0.0,0.0,21.31
'2020-06-15 16:20:47.0,'2020-06-15 16:21:54.0,328965538,419302,CC,National,0.0,0.0,0.0,0.0,30.13
'2020-06-15 16:20:08.0,'2020-06-15 16:20:53.0,328965352,419298,HDFB,,0.0,0.0,0.0,0.0,28.94
'2020-06-15 16:19:06.0,'2020-06-15 16:20:20.0,328964916,419295,VISA,National,0.0,0.0,0.0,0.0,18.83
'2020-06-15 16:17:42.0,'2020-06-15 16:20:11.0,328964460,419292,CC,National,0.0,0.0,0.0,0.0,22.32
'2020-06-15 16:16:57.0,'2020-06-15 16:21:29.0,328964256,419291,MAST,National,0.0,0.0,0.0,0.0,18.83
'2020-06-15 16:16:02.0,'2020-06-15 16:17:49.0,328963972,419290,RUPAY,National,0.0,0.0,0.0,0.0,10.87
'2020-06-15 16:15:46.0,'2020-06-15 16:18:12.0,328963889,419289,CC,National,0.0,0.0,0.0,0.0,22.28
'2020-06-15 16:15:08.0,'2020-06-15 16:17:20.0,328963693,419288,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 16:14:25.0,'2020-06-15 16:17:48.0,328963488,419282,CC,National,0.0,0.0,0.0,0.0,30.6
'2020-06-15 16:13:38.0,'2020-06-15 16:19:10.0,328963280,419285,SBIB,,0.0,0.0,0.0,0.0,28.94
'2020-06-15 16:12:08.0,'2020-06-15 16:13:14.0,328962805,419283,SBIB,,0.0,0.0,0.0,0.0,29.27
'2020-06-15 16:11:25.0,'2020-06-15 16:12:43.0,328962595,419280,CC,National,0.0,0.0,0.0,0.0,14.58
'2020-06-15 16:09:40.0,'2020-06-15 16:13:25.0,328962031,419276,VISA,National,0.0,0.0,0.0,0.0,18.32
'2020-06-15 16:06:23.0,'2020-06-15 16:07:55.0,328961119,419275,CC,National,0.0,0.0,0.0,0.0,30.6
'2020-06-15 16:04:28.0,'2020-06-15 16:06:58.0,328960574,419264,MAST,National,0.0,0.0,0.0,0.0,21.31
'2020-06-15 16:04:22.0,'2020-06-15 16:07:16.0,328960549,419272,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 16:04:02.0,'2020-06-15 16:04:48.0,328960413,419273,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 16:03:41.0,'2020-06-15 16:05:34.0,328960306,419271,VISA,National,0.0,0.0,0.0,0.0,16.45
'2020-06-15 16:02:49.0,'2020-06-15 16:04:11.0,328960046,419270,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 16:00:29.0,'2020-06-15 16:02:43.0,328959311,419253,HDFB,,0.0,0.0,0.0,0.0,30.6
'2020-06-15 15:59:10.0,'2020-06-15 16:00:48.0,328958845,419262,CC,National,0.0,0.0,0.0,0.0,12.13
'2020-06-15 15:57:45.0,'2020-06-15 15:59:46.0,328958382,419257,CC,National,0.0,0.0,0.0,0.0,20.38
'2020-06-15 15:57:41.0,'2020-06-15 15:59:25.0,328958347,419260,VISA,National,0.0,0.0,0.0,0.0,14.9
'2020-06-15 15:56:58.0,'2020-06-15 15:57:42.0,328958126,419258,VISA,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 15:54:22.0,'2020-06-15 15:55:20.0,328957249,419242,CC,National,0.0,0.0,0.0,0.0,26.71
'2020-06-15 15:53:37.0,'2020-06-15 15:55:19.0,328957032,419238,HDFB,,0.0,0.0,0.0,0.0,14.65
'2020-06-15 15:52:49.0,'2020-06-15 15:55:45.0,328956795,419239,CC,National,0.0,0.0,0.0,0.0,29.27
'2020-06-15 15:50:28.0,'2020-06-15 15:52:06.0,328955999,419237,HDFB,,0.0,0.0,0.0,0.0,30.96
'2020-06-15 15:50:04.0,'2020-06-15 15:51:57.0,328955829,419236,CC,National,0.0,0.0,0.0,0.0,28.94
'2020-06-15 15:50:02.0,'2020-06-15 15:51:38.0,328955777,419233,CC,National,0.0,0.0,0.0,0.0,26.71
'2020-06-15 15:48:34.0,'2020-06-15 15:50:04.0,328955294,419231,CC,National,0.0,0.0,0.0,0.0,21.35
'2020-06-15 15:47:40.0,'2020-06-15 15:48:49.0,328955047,419230,PHONEPE,,0.0,0.0,0.0,0.0,27.72
'2020-06-15 15:46:03.0,'2020-06-15 15:46:53.0,328954503,419183,AXIB,,0.0,0.0,0.0,0.0,26.71
'2020-06-15 15:44:52.0,'2020-06-15 15:46:50.0,328954138,419225,SBIB,,0.0,0.0,0.0,0.0,11.38
'2020-06-15 15:44:00.0,'2020-06-15 15:44:45.0,328953858,419222,VISA,National,0.0,0.0,0.0,0.0,29.27
'2020-06-15 15:41:03.0,'2020-06-15 15:57:09.0,328952978,419214,RUPAY,National,0.0,0.0,0.0,0.0,12.06
'2020-06-15 15:40:44.0,'2020-06-15 15:43:12.0,328952905,419212,ICIB,,0.0,0.0,0.0,0.0,18.11
'2020-06-15 15:39:37.0,'2020-06-15 15:42:53.0,328952492,419186,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 15:38:11.0,'2020-06-15 15:39:33.0,328952080,419208,CC,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 15:37:42.0,'2020-06-15 15:41:18.0,328951920,419203,HDFB,,0.0,0.0,0.0,0.0,27.72
'2020-06-15 15:36:47.0,'2020-06-15 15:38:27.0,328951665,419206,CC,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 15:36:23.0,'2020-06-15 15:38:50.0,328951529,419205,MAST,National,0.0,0.0,0.0,0.0,14.58
'2020-06-15 15:36:02.0,'2020-06-15 15:36:55.0,328951398,419202,162B,,0.0,0.0,0.0,0.0,19.15
'2020-06-15 15:34:41.0,'2020-06-15 15:35:43.0,328950991,419199,CC,National,0.0,0.0,0.0,0.0,30.1
'2020-06-15 15:34:02.0,'2020-06-15 15:38:29.0,328950785,419193,MAST,National,0.0,0.0,0.0,0.0,15.01
'2020-06-15 15:33:44.0,'2020-06-15 15:36:37.0,328950709,419191,SBIB,,0.0,0.0,0.0,0.0,26.32
'2020-06-15 15:30:49.0,'2020-06-15 15:33:59.0,328949831,419185,CC,National,0.0,0.0,0.0,0.0,28.94
'2020-06-15 15:29:27.0,'2020-06-15 15:30:24.0,328949343,419182,CC,National,0.0,0.0,0.0,0.0,28.73
'2020-06-15 15:29:26.0,'2020-06-15 15:31:37.0,328949337,419177,PAYTM,,0.0,0.0,0.0,0.0,27.72
'2020-06-15 15:28:59.0,'2020-06-15 15:31:18.0,328949226,419178,RUPAY,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 15:27:56.0,'2020-06-15 15:31:02.0,328948896,419169,HDFB,,0.0,0.0,0.0,0.0,30.13
'2020-06-15 15:26:46.0,'2020-06-15 15:27:46.0,328948526,419170,CC,National,0.0,0.0,0.0,0.0,15.01
'2020-06-15 15:25:56.0,'2020-06-15 15:27:07.0,328948278,419166,ICIB,,0.0,0.0,0.0,0.0,29.27
'2020-06-15 15:25:25.0,'2020-06-15 15:26:14.0,328948116,419163,PAYTM,,0.0,0.0,0.0,0.0,27.5
'2020-06-15 15:25:10.0,'2020-06-15 15:26:24.0,328948045,419165,CC,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 15:24:50.0,'2020-06-15 15:26:27.0,328947944,419160,SBIB,,0.0,0.0,0.0,0.0,30.96
'2020-06-15 15:23:18.0,'2020-06-15 15:24:01.0,328947506,419156,CC,National,0.0,0.0,0.0,0.0,27.72
'2020-06-15 15:21:29.0,'2020-06-15 15:22:35.0,328946958,419149,CC,National,0.0,0.0,0.0,0.0,27.72
'2020-06-15 15:20:31.0,'2020-06-15 15:21:31.0,328946645,419144,HDFB,,0.0,0.0,0.0,0.0,30.6
'2020-06-15 15:20:10.0,'2020-06-15 15:21:05.0,328946519,419141,CC,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 15:19:06.0,'2020-06-15 15:20:43.0,328946109,419137,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 15:18:01.0,'2020-06-15 15:22:21.0,328945774,419133,PAYTM,,0.0,0.0,0.0,0.0,26.32
'2020-06-15 15:16:35.0,'2020-06-15 15:17:46.0,328945359,419132,CC,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 15:15:13.0,'2020-06-15 15:16:28.0,328944969,419125,CC,National,0.0,0.0,0.0,0.0,26.71
'2020-06-15 15:15:02.0,'2020-06-15 15:17:39.0,328944907,419124,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 15:12:11.0,'2020-06-15 15:23:49.0,328944063,419117,SBIB,,0.0,0.0,0.0,0.0,28.94
'2020-06-15 15:11:58.0,'2020-06-15 15:13:57.0,328944001,419113,CC,National,0.0,0.0,0.0,0.0,28.94
'2020-06-15 15:10:51.0,'2020-06-15 15:11:50.0,328943638,419112,CC,National,0.0,0.0,0.0,0.0,30.13
'2020-06-15 15:10:22.0,'2020-06-15 15:12:57.0,328943509,419111,MAST,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 15:10:02.0,'2020-06-15 15:10:58.0,328943373,419108,CC,National,0.0,0.0,0.0,0.0,26.71
'2020-06-15 15:09:25.0,'2020-06-15 15:11:24.0,328943147,419106,ICIB,,0.0,0.0,0.0,0.0,30.1
'2020-06-15 15:08:02.0,'2020-06-15 15:09:43.0,328942711,419103,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 15:05:03.0,'2020-06-15 15:06:54.0,328941804,419099,CC,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 15:04:50.0,'2020-06-15 15:06:27.0,328941738,419098,RUPAY,National,0.0,0.0,0.0,0.0,26.32
'2020-06-15 15:04:43.0,'2020-06-15 15:06:26.0,328941700,419094,RUPAY,National,0.0,0.0,0.0,0.0,26.32
'2020-06-15 15:04:33.0,'2020-06-15 15:07:06.0,328941648,419093,MAST,National,0.0,0.0,0.0,0.0,30.6
'2020-06-15 15:04:32.0,'2020-06-15 15:05:52.0,328941645,419096,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 15:04:27.0,'2020-06-15 15:24:36.0,328941623,419095,VISA,National,0.0,0.0,0.0,0.0,14.65
'2020-06-15 15:02:41.0,'2020-06-15 15:03:58.0,328940959,419088,CC,National,0.0,0.0,0.0,0.0,12.2
'2020-06-15 15:02:20.0,'2020-06-15 15:03:15.0,328940829,419089,HDFB,,0.0,0.0,0.0,0.0,26.32
'2020-06-15 15:00:48.0,'2020-06-15 15:01:44.0,328940310,419082,SBIB,,0.0,0.0,0.0,0.0,19.3
'2020-06-15 15:00:23.0,'2020-06-15 15:01:54.0,328940184,419080,AXIB,,0.0,0.0,0.0,0.0,29.27
'2020-06-15 15:00:09.0,'2020-06-15 15:00:54.0,328940118,419081,HDFB,,0.0,0.0,0.0,0.0,10.55
'2020-06-15 14:59:27.0,'2020-06-15 15:00:08.0,328939850,419079,PAYTM,,0.0,0.0,0.0,0.0,26.32
'2020-06-15 14:59:11.0,'2020-06-15 15:01:04.0,328939788,419077,CC,National,0.0,0.0,0.0,0.0,27.72
'2020-06-15 14:56:40.0,'2020-06-15 14:57:42.0,328939073,419071,ICIB,,0.0,0.0,0.0,0.0,14.65
'2020-06-15 14:56:09.0,'2020-06-15 14:58:03.0,328938911,419067,AXIB,,0.0,0.0,0.0,0.0,30.6
'2020-06-15 14:54:41.0,'2020-06-15 15:00:04.0,328938495,419065,CC,National,0.0,0.0,0.0,0.0,30.96
'2020-06-15 14:54:38.0,'2020-06-15 14:56:42.0,328938486,419066,MAST,National,0.0,0.0,0.0,0.0,17.75
'2020-06-15 14:49:38.0,'2020-06-15 14:53:44.0,328937095,419053,VISA,National,0.0,0.0,0.0,0.0,20.2
'2020-06-15 14:49:21.0,'2020-06-15 14:50:24.0,328937026,419060,ICIB,,0.0,0.0,0.0,0.0,27.5
'2020-06-15 14:48:31.0,'2020-06-15 14:50:39.0,328936840,419057,CC,National,0.0,0.0,0.0,0.0,26.71
'2020-06-15 14:48:09.0,'2020-06-15 14:49:34.0,328936748,419059,RUPAY,National,0.0,0.0,0.0,0.0,19.55
'2020-06-15 14:46:44.0,'2020-06-15 14:48:54.0,328936405,419052,CC,National,0.0,0.0,0.0,0.0,26.71
'2020-06-15 14:46:18.0,'2020-06-15 14:48:02.0,328936293,419051,CC,National,0.0,0.0,0.0,0.0,30.96
'2020-06-15 14:45:47.0,'2020-06-15 14:48:44.0,328936151,419048,RUPAY,National,0.0,0.0,0.0,0.0,17.75
'2020-06-15 14:45:22.0,'2020-06-15 14:46:21.0,328936054,419046,CC,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 14:45:21.0,'2020-06-15 14:46:12.0,328936049,419047,HDFB,,0.0,0.0,0.0,0.0,28.94
'2020-06-15 14:44:59.0,'2020-06-15 14:45:55.0,328935947,419043,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 14:44:05.0,'2020-06-15 14:45:29.0,328935704,419041,SBIB,,0.0,0.0,0.0,0.0,30.6
'2020-06-15 14:43:36.0,'2020-06-15 14:44:45.0,328935592,419036,VISA,National,0.0,0.0,0.0,0.0,14.65
'2020-06-15 14:43:32.0,'2020-06-15 14:44:46.0,328935573,419037,CC,National,0.0,0.0,0.0,0.0,30.1
'2020-06-15 14:43:32.0,'2020-06-15 14:47:06.0,328935570,419038,CC,National,0.0,0.0,0.0,0.0,14.65
'2020-06-15 14:42:05.0,'2020-06-15 14:43:25.0,328935185,419033,MAST,National,0.0,0.0,0.0,0.0,20.84
'2020-06-15 14:41:01.0,'2020-06-15 14:42:15.0,328934920,419026,HDFB,,0.0,0.0,0.0,0.0,30.1
'2020-06-15 14:39:43.0,'2020-06-15 14:45:57.0,328934518,419016,MAST,National,0.0,0.0,0.0,0.0,30.6
'2020-06-15 14:39:01.0,'2020-06-15 14:39:42.0,328934343,419020,AXIB,,0.0,0.0,0.0,0.0,30.6
'2020-06-15 14:39:01.0,'2020-06-15 14:41:02.0,328934342,419021,RUPAY,National,0.0,0.0,0.0,0.0,21.35
'2020-06-15 14:38:07.0,'2020-06-15 14:40:13.0,328934135,419018,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 14:37:58.0,'2020-06-15 14:38:46.0,328934085,419017,CC,National,0.0,0.0,0.0,0.0,26.71
'2020-06-15 14:32:57.0,'2020-06-15 14:35:15.0,328932886,419011,SBIB,,0.0,0.0,0.0,0.0,14.4
'2020-06-15 14:25:49.0,'2020-06-15 14:27:30.0,328930974,418995,SBIB,,0.0,0.0,0.0,0.0,14.65
'2020-06-15 14:25:00.0,'2020-06-15 14:26:46.0,328930790,418994,CC,National,0.0,0.0,0.0,0.0,12.78
'2020-06-15 14:19:07.0,'2020-06-15 14:20:24.0,328929166,418986,UNIB,,0.0,0.0,0.0,0.0,30.96
'2020-06-15 14:18:01.0,'2020-06-15 14:30:47.0,328928867,418985,CC,National,0.0,0.0,0.0,0.0,11.38
'2020-06-15 14:16:43.0,'2020-06-15 14:53:06.0,328928536,418982,PHONEPE,,0.0,0.0,0.0,0.0,30.6
'2020-06-15 14:16:13.0,'2020-06-15 14:17:00.0,328928406,418984,PAYTM,,0.0,0.0,0.0,0.0,14.65
'2020-06-15 14:11:22.0,'2020-06-15 14:12:48.0,328927057,418978,HDFB,,0.0,0.0,0.0,0.0,10.87
'2020-06-15 14:10:04.0,'2020-06-15 14:10:54.0,328926673,418977,PAYTM,,0.0,0.0,0.0,0.0,14.9
'2020-06-15 14:03:11.0,'2020-06-15 14:05:21.0,328924766,418962,VISA,National,0.0,0.0,0.0,0.0,22.28
'2020-06-15 13:58:45.0,'2020-06-15 14:00:25.0,328923428,418953,VISA,National,0.0,0.0,0.0,0.0,17.39
'2020-06-15 13:57:57.0,'2020-06-15 13:59:25.0,328923188,418952,CC,National,0.0,0.0,0.0,0.0,30.6
'2020-06-15 13:57:47.0,'2020-06-15 13:59:19.0,328923138,418950,CC,National,0.0,0.0,0.0,0.0,12.06
'2020-06-15 13:54:54.0,'2020-06-15 13:57:42.0,328922304,418943,VISA,National,0.0,0.0,0.0,0.0,20.38
'2020-06-15 13:47:53.0,'2020-06-15 13:49:15.0,328920314,418939,VISA,National,0.0,0.0,0.0,0.0,19.3
'2020-06-15 13:45:20.0,'2020-06-15 13:47:04.0,328919558,418937,VISA,National,0.0,0.0,0.0,0.0,17.78
'2020-06-15 13:44:50.0,'2020-06-15 13:47:30.0,328919422,418936,MAST,National,0.0,0.0,0.0,0.0,13.03
'2020-06-15 13:42:23.0,'2020-06-15 13:49:48.0,328918698,418934,CC,National,0.0,0.0,0.0,0.0,20.84
'2020-06-15 13:41:55.0,'2020-06-15 13:43:59.0,328918577,418935,VISA,National,0.0,0.0,0.0,0.0,27.72
'2020-06-15 13:38:21.0,'2020-06-15 13:39:44.0,328917504,418931,CC,National,0.0,0.0,0.0,0.0,18.32
'2020-06-15 13:37:09.0,'2020-06-15 13:38:32.0,328917166,418930,HDFB,,0.0,0.0,0.0,0.0,16.45
'2020-06-15 13:36:26.0,'2020-06-15 13:39:29.0,328916985,418928,VISA,National,0.0,0.0,0.0,0.0,20.38
'2020-06-15 13:33:09.0,'2020-06-15 13:35:55.0,328916089,418926,VISA,National,0.0,0.0,0.0,0.0,27.72
'2020-06-15 13:31:59.0,'2020-06-15 13:33:09.0,328915754,418925,VISA,National,0.0,0.0,0.0,0.0,28.94
'2020-06-15 13:30:59.0,'2020-06-15 13:33:23.0,328915517,418923,HDFB,,0.0,0.0,0.0,0.0,10.87
'2020-06-15 13:27:54.0,'2020-06-15 13:29:33.0,328914491,418922,CC,National,0.0,0.0,0.0,0.0,21.85
'2020-06-15 13:26:59.0,'2020-06-15 13:29:08.0,328914224,418920,CC,National,0.0,0.0,0.0,0.0,14.58
'2020-06-15 13:26:30.0,'2020-06-15 13:29:20.0,328914100,418917,MAST,National,0.0,0.0,0.0,0.0,14.87
'2020-06-15 13:26:21.0,'2020-06-15 13:27:33.0,328914057,418919,PHONEPE,,0.0,0.0,0.0,0.0,28.94
'2020-06-15 13:25:02.0,'2020-06-15 13:26:20.0,328913724,418913,CC,National,0.0,0.0,0.0,0.0,17.75
'2020-06-15 13:24:44.0,'2020-06-15 13:37:50.0,328913648,418912,VISA,National,0.0,0.0,0.0,0.0,16.13
'2020-06-15 13:23:23.0,'2020-06-15 13:25:40.0,328913239,418911,MAST,National,0.0,0.0,0.0,0.0,17.14
'2020-06-15 13:23:05.0,'2020-06-15 13:25:26.0,328913152,418909,CC,National,0.0,0.0,0.0,0.0,18.83
'2020-06-15 13:19:23.0,'2020-06-15 13:20:42.0,328911947,418902,CC,National,0.0,0.0,0.0,0.0,16.13
'2020-06-15 13:18:56.0,'2020-06-15 13:21:51.0,328911797,418901,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 13:18:44.0,'2020-06-15 13:20:03.0,328911742,418903,VISA,National,0.0,0.0,0.0,0.0,27.5
'2020-06-15 13:18:21.0,'2020-06-15 13:19:46.0,328911614,418900,CC,National,0.0,0.0,0.0,0.0,14.58
'2020-06-15 13:17:44.0,'2020-06-15 13:18:55.0,328911384,418899,PHONEPE,,0.0,0.0,0.0,0.0,24.12
'2020-06-15 13:16:07.0,'2020-06-15 13:17:48.0,328910867,418895,SBIB,,0.0,0.0,0.0,0.0,12.56
'2020-06-15 13:15:41.0,'2020-06-15 13:16:54.0,328910738,418890,HDFB,,0.0,0.0,0.0,0.0,19.3
'2020-06-15 13:15:05.0,'2020-06-15 13:16:27.0,328910509,418891,MAST,National,0.0,0.0,0.0,0.0,22.28
'2020-06-15 13:13:40.0,'2020-06-15 13:16:24.0,328910061,418889,RUPAY,National,0.0,0.0,0.0,0.0,12.13
'2020-06-15 13:12:03.0,'2020-06-15 13:13:13.0,328909579,418888,VISA,National,0.0,0.0,0.0,0.0,28.73
'2020-06-15 13:11:48.0,'2020-06-15 13:13:16.0,328909497,418887,VISA,National,0.0,0.0,0.0,0.0,22.32
'2020-06-15 13:10:13.0,'2020-06-15 13:11:44.0,328909030,418885,SBIB,,0.0,0.0,0.0,0.0,17.78
'2020-06-15 13:08:53.0,'2020-06-15 13:11:20.0,328908509,418878,CC,National,0.0,0.0,0.0,0.0,19.55
'2020-06-15 13:07:56.0,'2020-06-15 13:08:47.0,328908218,418881,HDFB,,0.0,0.0,0.0,0.0,17.39
'2020-06-15 13:07:02.0,'2020-06-15 13:08:20.0,328907918,418877,VISA,National,0.0,0.0,0.0,0.0,20.09
'2020-06-15 13:02:05.0,'2020-06-15 13:03:24.0,328906400,418863,PHONEPE,,0.0,0.0,0.0,0.0,24.12
'2020-06-15 12:56:45.0,'2020-06-15 12:58:15.0,328904373,418854,VISA,National,0.0,0.0,0.0,0.0,22.32
'2020-06-15 12:55:34.0,'2020-06-15 12:58:40.0,328903929,418849,162B,,0.0,0.0,0.0,0.0,15.08
'2020-06-15 12:49:29.0,'2020-06-15 12:52:11.0,328901610,418840,CC,National,0.0,0.0,0.0,0.0,12.13
'2020-06-15 12:48:54.0,'2020-06-15 12:50:54.0,328901408,418838,VISA,National,0.0,0.0,0.0,0.0,21.31
'2020-06-15 12:45:59.0,'2020-06-15 12:47:37.0,328900402,418832,VISA,National,0.0,0.0,0.0,0.0,10.87
'2020-06-15 12:43:28.0,'2020-06-15 12:44:31.0,328899444,418826,ICIB,,0.0,0.0,0.0,0.0,15.01
'2020-06-15 12:40:49.0,'2020-06-15 12:43:12.0,328898450,418817,VISA,National,0.0,0.0,0.0,0.0,30.13
'2020-06-15 12:39:51.0,'2020-06-15 12:42:09.0,328897941,418815,CC,National,0.0,0.0,0.0,0.0,19.4
'2020-06-15 12:36:35.0,'2020-06-15 12:37:45.0,328896682,418803,VISA,National,0.0,0.0,0.0,0.0,11.38
'2020-06-15 12:36:28.0,'2020-06-15 12:37:31.0,328896628,418805,CC,National,0.0,0.0,0.0,0.0,10.87
'2020-06-15 12:34:25.0,'2020-06-15 12:35:41.0,328895783,418794,MAST,National,0.0,0.0,0.0,0.0,19.55
'2020-06-15 12:33:39.0,'2020-06-15 12:34:53.0,328895439,418789,PHONEPE,,0.0,0.0,0.0,0.0,14.65
'2020-06-15 12:31:41.0,'2020-06-15 12:32:56.0,328894646,418782,ICIB,,0.0,0.0,0.0,0.0,22.79
'2020-06-15 12:27:05.0,'2020-06-15 12:28:46.0,328892637,418774,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 12:27:03.0,'2020-06-15 12:28:12.0,328892615,418775,CC,National,0.0,0.0,0.0,0.0,28.94
'2020-06-15 12:24:40.0,'2020-06-15 12:31:29.0,328891626,418765,MAST,National,0.0,0.0,0.0,0.0,21.31
'2020-06-15 12:23:35.0,'2020-06-15 12:25:24.0,328891192,418763,CC,National,0.0,0.0,0.0,0.0,14.58
'2020-06-15 12:22:28.0,'2020-06-15 12:24:10.0,328890748,418762,CC,National,0.0,0.0,0.0,0.0,30.6
'2020-06-15 12:18:08.0,'2020-06-15 12:19:23.0,328888946,418755,DSHB,,0.0,0.0,0.0,0.0,11.38
'2020-06-15 12:17:35.0,'2020-06-15 12:19:10.0,328888720,418753,HDFB,,0.0,0.0,0.0,0.0,14.22
'2020-06-15 12:14:14.0,'2020-06-15 12:16:32.0,328887263,418748,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 12:13:58.0,'2020-06-15 12:33:47.0,328887147,418747,SBIB,,0.0,0.0,0.0,0.0,14.08
'2020-06-15 12:10:40.0,'2020-06-15 12:12:24.0,328885931,418743,HDFB,,0.0,0.0,0.0,0.0,30.96
'2020-06-15 12:10:04.0,'2020-06-15 12:10:54.0,328885643,418742,HDFB,,0.0,0.0,0.0,0.0,14.58
'2020-06-15 12:09:23.0,'2020-06-15 12:10:54.0,328885314,418740,CC,National,0.0,0.0,0.0,0.0,10.87
'2020-06-15 12:09:06.0,'2020-06-15 12:11:00.0,328885238,418739,ICIB,,0.0,0.0,0.0,0.0,12.78
'2020-06-15 12:05:25.0,'2020-06-15 12:07:04.0,328883871,418730,VISA,National,0.0,0.0,0.0,0.0,14.58
'2020-06-15 12:02:47.0,'2020-06-15 12:04:08.0,328881942,418725,MAST,National,0.0,0.0,0.0,0.0,21.35
'2020-06-15 12:02:44.0,'2020-06-15 12:04:25.0,328881926,418724,UPI,,0.0,0.0,0.0,0.0,0.9
'2020-06-15 12:01:22.0,'2020-06-15 12:03:12.0,328881478,418722,SBIB,,0.0,0.0,0.0,0.0,30.96
'2020-06-15 12:00:59.0,'2020-06-15 12:03:20.0,328881318,418723,CC,National,0.0,0.0,0.0,0.0,30.1
'2020-06-15 11:59:24.0,'2020-06-15 12:02:05.0,328880657,418718,VISA,National,0.0,0.0,0.0,0.0,17.14
'2020-06-15 11:59:01.0,'2020-06-15 12:01:48.0,328880516,418705,CC,National,0.0,0.0,0.0,0.0,30.13
'2020-06-15 11:58:02.0,'2020-06-15 11:59:21.0,328880104,418717,RUPAY,National,0.0,0.0,0.0,0.0,14.58
